Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2
0.65929,GL: onderzoek naar zaak-Graus; De Tweede Kamer moet onderzoek doen naar beschuldigingen dat PVV-Kamerlid Dion Graus zijn ex-vrouw heeft aangezet tot seks met zijn beveiligers. Dat zegt fractieleider Jesse Klaver van GroenLinks. Graus is 13de op de PVV-kieslijst.,"Lezersreacties; Vertaling Als schrijfster kan Marieke Lucas Rijneveld zich als geen ander inleven in een ander. Tot mijn verdriet geeft ze de opdracht terug voor de vertaling van het beroemd geworden gedicht The Hill We Climb Trouw, 27 februari. Uitgever, laat haar de vertaling afmaken, want ze is er al lang mee verbonden in haar hoofd of op papier. En zet een tweede kandidaat naast haar. Geef beide vertalingen naast elkaar uit en de lezer beslist welke gekozen wordt. Laten we nooit iemand buitensluiten om kleur, ras, etniciteit of wat dan ook. Toos Scheffer Tytsjerk Smet? Geen grote kop op de voorpagina nu de rechter in hoger beroep de regering alsnog in het gelijk stelt over de avondklok Trouw, 27 februari. En geen excuses voor eerdere artikelen waarin op basis van de uitspraak van de voorzieningenrechter die Viruswaarheid in het gelijk stelde, werd gesproken van de smet op het blazoen van Rutte. In plaats daarvan een wat weggestopt bericht over het hoger beroep. Frank Hendriks Nijmegen Kaag Dank voor het mooie interview met D66-lijsttrekker Sigrid Kaag Trouw, 27 februari.",medium,2021-03-01 00:00:00,2021-03-01 00:00:00,Algemeen Dagblad,Trouw,3286168,3285370,"zaak-Graus, Tweede Kamer, Dion Graus, Jesse Klaver, GroenLinks","Lucas Rijneveld, Scheffer Tytsjerk Smet, Frank Hendriks, Sigrid Kaag Trouw","['kieslijst', 'beschuldigingen', 'beveiligers', 'groenlinks', 'pvv']","['tytsjerk', 'scheffer', 'lezersreacties', 'alsnog', 'viruswaarheid']"
0.6883018,"Rutte tegen Klaver: U bent aan het overtoepen! Klaver: 'Er wordt hier gelogen'; VVD-leider Rutte en GroenLinks-leider Klaver krijgen het stevig aan de stok over kernenergie en het klimaat. Rutte waarschuwt Klaver dat hij met al zijn klimaatwensen het draagvlak onder de bevolking verkleint. In Amsterdam is er bijvoorbeeld stevige discussie over de aanleg van windmolens. Er is ook onder GroenLinks-leden veel kritiek op het plan. U bent aan het overtoepen, waarschuwt Rutte. Het is tegen het zere been van Klaver. Hij vindt het slecht dat de VVD de klimaatplannen van de partij niet laat doorrekenen door het Planbureau voor de Leefomgeving. En hij vindt dat zowel Rutte als Hoekstra liegt door te doen alsof kernenergie helpt bij het bereiken van de klimaatdoelen van Parijs. Het bouwen van een kerncentrale duurt zeker wel dertig jaar en binnen tien jaar moet er iets gedaan worden aan het tegengaan van de opwarming van de aarde. Er wordt gelogen door twee leden van het kabinet, stelt Klaver. Rutte en Hoekstra zijn het daar niet mee eens.","Stemwijzer; Stemwijzer Nog twee weken tot de verkiezingen en ik verheug me enorm op de komende tijd. Het lijkt me heerlijk om even in die bubbel te kruipen waar je niets anders hoort dan het kloppende hart van onze democratie, in plaats van het amechtig gehijg van een land dat na een jaar corona op apegapen ligt. Op televisie en in de weekeindebijlages van de kranten werd bijna gretig teruggeblikt op het jaar, vanaf het moment dat toenmalig minister van Volksgezondheid Bruno Bruins het briefje in zijn hand kreeg gedrukt waarmee voor ons de crisis begon, tot aan de eensluidende conclusie van iedereen die er verstand van heeft corona is een blijvertje. We zullen ermee moeten leren leven. Maar nu even niet. Doe mij voorlopig alleen verkiezingsnieuws. De komende twee weken gaat het om de poppetjes, want dat is onze verkiezingstraditie in campagnetijd zijn de poppetjes, vreemd genoeg, belangrijker dan de inhoud. Het is eigenlijk bizar dat het vooral om de beeldvorming draait. Maar toch doe mij poppetjes in plaats van corona. oud-premier dat ooit letterlijk deed door van een skateboard te vallen. ik zweef.",medium,2021-02-28 22:30:43,2021-03-01 00:00:00,NOS liveblog,De Telegraaf,3287472,3286375,Planbureau voor de Leefomgeving,"Stemwijzer, Stemwijzer","['klimaatdoelen', 'verkleint', 'klimaatwensen', 'leefomgeving', 'amsterdam']","['weekeindebijlages', 'blijvertje', 'apegapen', 'verkiezingsnieuws', 'amechtig']"
0.6816601,"Geweld bij antilockdowndemo in Dublin; Bij een demonstratie tegen de coronamaatregelen in Dublin zijn zeker 23 mensen opgepakt . Relschoppers raakten slaags met de Ierse politie. Drie agenten raakten gewond. De politie zegt er van tevoren al op gerekend te hebben dat het protest gewelddadig zou worden. De ongeregeldheden waren aangekondigd op sociale media. We waren ons bewust van het protest en wat de intentie was. We hebben ons erop voorbereid en waren uiteraard van plan het in toom te houden, aldus de politiecommissaris. Volgens de politie gooiden relschoppers onder meer met vuurwerk. Verschillende parken waren van tevoren afgesloten door de politie. Demonstranten hadden aangekondigd naar het St Stephen's Green-park te willen marcheren. Ondanks de verhoogde politie-inzet kwamen er toch nog honderden mensen naar het centrum van Dublin, zonder mondkapje. Met wapenstokken werden ze weggehouden van het park. Veel politici reageren met afschuw op de rellen. Vicepremier Leo Varadkar schreef op Twitter Dit gedrag van een paar ego sten ondermijnt de offers die miljoenen mensen de afgelopen twaalf maanden hebben gebracht.","Kaag versus Wilders: U met uw zielige Zwarte Piet!; Kaag ergert zich aan de opmerking van PVV-leider Wilders over Zwarte Piet en vindt dat het belangrijk is om discriminatie hard aan te pakken. Dan begint u weer met die zielige Zwarte Piet, bijt ze hem toe. Rutte probeert ook Wilders uit zijn tent te lokken door hem te herinneren aan zijn complimenten over het werk van Kamervoorzitter Arib, die van Marokkaanse afkomst is. Wilders wil wel een nieuwe Kamervoorzitter, omdat hij wil dat zijn partijgenoot Bosma het wordt.",medium,2021-02-27 20:30:26,2021-02-28 22:10:45,NOS liveblog,NOS liveblog,3287531,3287476,"Geweld, Dublin, Leo Varadkar","Wilders, Zwarte Piet!, Zwarte Piet, Zwarte Piet, Wilders, Kamervoorzitter Arib","['ongeregeldheden', 'antilockdowndemo', 'wapenstokken', 'stephen', 'demonstranten']","['marokkaanse', 'kamervoorzitter', 'rutte', 'ergert', 'wilders']"
0.7478722,"'Draagvlak creëren voor wat je wilt bereiken'; Romke de Jong, D66, plaats 24, derde generatie ijsmaker in Gorredijk Foto Marijn Fidder voor het Financieele Dagblad Als ondernemer beslis je vandaag iets en morgen gebeurt het. Als politicus kun je jaren ergens mee bezig zijn voordat er iets gebeurt, en soms gebeurt er zelfs helemaal niets. Maar toch zijn de eigenschappen die je nodig hebt, niet echt anders. Je moet draagvlak cre ren voor wat je wilt bereiken. Dat doet een politicus, maar dat doet een ondernemer ook. Die neemt zijn medewerkers en zijn klanten mee met waar hij naartoe wil met zijn onderneming. De komende regeerperiode staan we echt op een splitsing voor waar we met de Nederlandse economie naartoe gaan. Ik wil dat we de keuze maken voor echt duurzaam ondernemen. We kunnen als Nederland vooroplopen met circulair, duurzaam en maatschappelijk verantwoord ondernemen en daar een unique sellingpoint van maken, ook voor onze export. Daar is een markt voor, omdat het tegenwoordig niet meer alleen om de laagste prijs draait. Onze ijsfabriek is de meest energiezuinige van Nederland. We zijn niet klimaatneutraal, maar klimaatnegatief.","Jozef Deleu: ‘Iets onder woorden brengen gaat sneller in een gedicht’; Wat maakt het leven de moeite waard ? Jozef Deleu 83, dichter, gedichtenverzamelaar en verbinder van de Vlaams-Nederlandse cultuur, ziet Nederland zelfzuchtiger worden. Na discussie geef je elkaar waar je recht op hebt. Mij hindert de hooghartigheid en dat toenemende gebrek aan generositeit.”,Hij is bejaard en mag niet ontvangen, zodat wij elkaar niet van aanschijn tot aanschijn kunnen ontmoeten, zegt Jozef Deleu. Maar aan de telefoon beschrijft hij graag het uitzicht door het grote raam van zijn werkkamer, op het zuiden, richting Frankrijk de grens loopt aan het eind van het weiland. Het is modderig, de sneeuw smelt. In de verte klimt het land een beetje en de lucht erboven is grauw. Lyrisch kan ik er niet over zijn, maar het blijft hier een leuke plek om te wonen. Hier is Rekkem, een dorp in West-Vlaanderen, halverwege het Belgische Kortrijk en het Franse Lille, letterlijk op de taalgrens. Deleu 83 schrijver, dichter, bloemlezer, uitgever, cultureel bestuurder woont en werkt er al zijn hele leven. Over deze serie We leven, zo goed en zo kwaad als het gaat.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,NRC Handelsblad,3290643,3285657,"Romke de Jong, D66, Marijn Fidder voor het Financieele Dagblad","Jozef Deleu, Jozef Deleu, Nederland zelfzuchtiger, Jozef Deleu, Lyrisch","['klimaatneutraal', 'klimaatnegatief', 'energiezuinige', 'sellingpoint', 'circulair']","['vlaams', 'zelfzuchtiger', 'bejaard', 'rekkem', 'jozef']"
0.78204226,"Klaver wil onderzoek naar beschuldigingen van seksueel misbruik tegen Graus ; GroenLinks-leider Jesse Klaver wil dat het bestuur van de Tweede Kamer onderzoek doet naar de beschuldigingen van seksueel misbruik aan het adres van PVV-Kamerlid Dion Graus. In het programma Buitenhof zei hij dat hij het 100 procent eens is met zijn vertrekkende fractiegenoot Kathalijne Buitenweg, die donderdag als eerste voor zo'n onderzoek pleitte. NRC schreef twee weken geleden dat Graus gedurende meerdere jaren zijn toenmalige vrouw en fractiemedewerker aanzette tot seks met zijn particuliere beveiligers. Die gedwongen seks zou ook hebben plaatsgevonden in het gebouw van de Tweede Kamer. De krant schreef het stuk op basis van een dossier dat wordt onderzocht door de Rijksrecherche. Politici wilden er niet op reageren, tot Buitenweg donderdag op Facebook het stilzwijgen doorbrak. Buitenweg zei dat met die stilte geen goed signaal werd afgegeven aan mensen die zich hierin herkennen. We kunnen seksueel geweld alleen effectief bestrijden als we heel duidelijk maken dat het onaanvaardbaar is. Signaal Klaver schaarde zich vanmiddag achter Buitenweg. Welk signaal geven wij aan de rest van Nederland als wij niet opkomen voor het slachtoffer? Het presidium moet hier echt goed naar kijken.","Partijen willen hogere lasten voor bedrijven, blijkt uit doorrekeningen CPB; Tien partijen kiezen voor flinke lastenverzwaring voor bedrijven . De mate waarin loopt wel sterk uiteen, blijkt uit de doorrekeningen van de verkiezingsprogramma's door het Centraal Planbureau. VVD en SGP laten de lasten voor het bedrijfsleven stijgen met 3,5 miljard euro in 2025, de PvdA met bijna 42 miljard euro. Het CPB heeft de programma's van tien partijen doorgerekend VVD, CDA, D66, GroenLinks, SP, PvdA, ChristenUnie, SGP, Denk en 50Plus. In totaal zijn het 2000 maatregelen. Partijen als PVV, Partij voor de Dieren en Forum voor Democratie hebben hun programma's om uiteenlopende redenen niet laten doorrekenen. De meeste partijen willen de komende periode meer geld uitgeven. Ook daarbij zijn grote verschillen te zien. Het verschil tussen de partij die de overheidsuitgaven het minst laat stijgen in 2025, de SGP, en de partij die ze het meest laat stijgen, de SP, is 35 miljard euro. Ondernemersvereniging VNO-NCW noemt het buitengewoon zorgelijk dat de lasten voor het bedrijfsleven van enkele miljarden tot in theorie 42 miljard euro PvdA kunnen oplopen. Deze les lijkt men snel vergeten. De andere partijen blijven daar allemaal onder.",high,2021-02-28 15:42:29,2021-03-01 10:30:10,NOS nieuws,NOS nieuws,3287512,3287448,"Jesse Klaver, Tweede Kamer, Dion Graus, Kathalijne Buitenweg, NRC, Tweede Kamer, Klaver","CPB, SGP, CPB, VVD, CDA, D66, GroenLinks, SP, PvdA, ChristenUnie, SGP, PVV, Partij voor de Dieren, Forum voor Democratie, SGP, SP","['seksueel', 'facebook', 'kathalijne', 'presidium', 'rijksrecherche']","['lastenverzwaring', 'doorrekeningen', 'verkiezingsprogramma', 'overheidsuitgaven', '50plus']"
0.8125943,"Nu rondkomen als student? Let op je aanvullende beurs, huur, \xc3\xa9n ga stemmen; Koop groenten op de markt, shop tweedehands online zijn er genoeg lijstjes met tips om het studentenleven financieel vol te houden. Studeren kost kisten vol geld. Op de kleintjes letten is dus goed, maar welke adviezen maken nu echt het verschil? Uit onderzoek van het Centraal planbureau CPB blijkt dat een kwart van de eerstejaarsstudenten in het hoger onderwijs die recht hebben op een aanvullende beurs, er geen gebruik van maken. Zij lopen daarmee maandelijks gemiddeld 175 euro mis. DUO-woordvoerder Martijn Grimmius weet niet waarom het gebeurt Dit wordt momenteel onderzocht. Wij communiceren het nu nog beter. Zo geven we het duidelijk op onze website aan en zijn we in januari gestart om de campagne bijna achttien op middelbare scholen te verspreiden. In deze campagne leren toekomstige studenten wat studiefinanciering is en wat je financieel nodig hebt om je gewenste opleiding te gaan volgen. Daarin geven we ook aan check altijd of je recht hebt op een aanvullende beurs.","'Schrikbarende' lastenverzwaring op komst voor bedrijfsleven; Bedrijven schrikken van de lastenverzwaringen die een nieuwe coalitie van welke signatuur ook in petto heeft. Uit doorrekeningen van het Centraal Planbureau CPB blijkt dat alle partijen extra uitgaven willen financieren door vermogen en winst zwaarder te belasten. Werkgeversorganisatie VNO-NCW waarschuwt dat investeringen daardoor in het gedrang komen. De PvdA gaat het verst, met bijna € 42 mrd aan lastenverzwaringen. De huidige favoriet van de kiezer, de VVD van Mark Rutte, komt ook met een extra rekening van € 3,6 mrd bovenop de € 2 mrd die al in het vat zat. Gemiddeld zou de huidige coalitie op bijna € 9 mrd lastenverzwaring uitkomen, doordat D66 en ChristenUnie de bedrijfslasten met respectievelijk € 15,4 mrd en € 11,4 mrd verhogen en het CDA met € 5,4 mrd. Schrikbarend en zorgelijk Schrikbarend, zegt VNO-NCW in een eerste reactie. En zorgelijk voor Nederland, want zo blijft er minder geld over om te investeren. Dit schaadt de creatie van nieuwe banen en investeringen in klimaat en innovatie, waarschuwen de werkgevers die al zwaar gebukt zeggen te gaan onder de coronacrisis en in te teren op reserves.",high,2021-02-28 21:37:06,2021-03-01 00:00:00,NU.nl,Het Financieele Dagblad,3288419,3290621,"CPB, Martijn Grimmius","Bedrijven, Centraal Planbureau CPB, PvdA, D66, CDA","['studiefinanciering', 'grimmius', 'eerstejaarsstudenten', 'xa9n', 'studentenleven']","['lastenverzwaringen', 'lastenverzwaring', 'doorrekeningen', 'bedrijfslasten', 'schrikbarend']"
0.76439774,"Volgens helft FVD-kiezers is corona een complot; De helft van de Forum voor Democratie-kiezers denkt dat het coronavirus is ontwikkeld om burgers wereldwijd te onderdrukken. Dat blijkt uit onderzoek van Ipsos, in opdracht van Nieuwsuur. 51 procent denkt dat het coronavirus een biologisch wapen is dat in een laboratorium is ontwikkeld. De gemiddelde Nederlander en stemmers op andere partijen delen die opvattingen niet. Onder alle Nederlanders gelooft 11 procent dat het virus bewust is ontwikkeld en 13 procent dat het een biologisch wapen is.","Na de doorrekeningen is iedere partij klimaatkampioen; Een juichtweet van D66'er Tjeerd de Groot maandagochtend. D66 meest natuurvriendelijke verkiezingsprogramma pakt stikstofcrisis het beste aan!, aldus het Tweede Kamerlid dat najaar 2019 nog een boerenopstand had ontketend met zijn oproep de veestapel te halveren. Om in een volgende zin direct een snoeiharde recensie te geven van de prestaties van twee voormalige coalitiepartijen. CDA/ChristenUnie onvoldoende. Dat kon het CDA natuurlijk niet over zijn kant laten gaan. Een paar uur later twitterde CDA-Kamerlid Jaco Geurts 1 koe minder in Nederland is 4 koeien in Afrika erbij. Geurts haalde het Planbureau voor de Leefomgeving PBL aan, dat zou waarschuwen voor zogeheten weglekeffecten. Een krimp van de veestapel in Nederland zou elders leiden tot een groei van het aantal dieren. Daarom, zei Geurts, is het veel verstandiger om het stikstofprobleem op te lossen met technische innovaties. Selectief winkelen Maandag presenteerden het Centraal Planbureau CPB en het PBL doorrekeningen van de verkiezingsprogramma's. Het CPB keek naar macro-economische effecten van de plannen, het PBL naar gevolgen voor klimaat en natuur. Over de eigen plannen niets dan lof, terwijl van de electorale opponenten vooral de minpunten werden benoemd.",high,2021-02-28 10:01:22,2021-03-01 00:00:00,NU.nl,Het Financieele Dagblad,3288493,3290580,"Forum voor Democratie-kiezers, Ipsos","D66'er, CDA, Jaco Geurts, Planbureau voor de Leefomgeving PBL, Centraal Planbureau CPB, PBL, CPB, PBL","['ipsos', 'coronavirus', 'nieuwsuur', 'nederlanders', 'opvattingen']","['doorrekeningen', 'geurts', 'leefomgeving', 'snoeiharde', 'innovaties']"
0.79884696,"Politie beëindigt actie Museumplein; Een demonstratie tegen de coronamaatregelen, gisteren op het Museumplein in Amsterdam, is door de politie ontbonden. Volgens de gemeente is een noodbevel van kracht en is het niet toegestaan om nog op het Museumplein te zijn. Ook in Nijmegen is op last van burgemeester Bruls gisterochtend een verkiezingsbijeenkomst van Forum voor Democratie be indigd wegens het overtreden van de coronaregels. Een onbekend aantal mensen heeft een bekeuring gekregen omdat zij bij het uitdelen van folders de anderhalvemeterregel negeerden. Twee mannen zijn gearresteerd wegens opruiing. De bijeenkomst van FvD op het Kelfkensbos trok ook tegendemonstranten, waardoor het te druk werd. Bruls besloot daarop de straat te laten ontruimen.","Economen: hogere belastingen jagen bedrijven weg; De plannen van politieke partijen om de lasten van bedrijven te verhogen komen niet uit de lucht vallen. Maar zonder risico zijn ze niet hogere belastingen maken Nederland minder aantrekkelijk als vestigingsplaats, waarschuwen hoogleraren. Nederland stond altijd hoog in lijstjes als het ging om concurrentievermogen. Daar waren meer redenen voor, maar het fiscale klimaat speelde zeker een rol. Als je daaraan morrelt weet je dat het vestigingsklimaat verslechtert, zegt hoogleraar economie Jakob de Haan van de Rijksuniversiteit Groningen. Effect negatief De Haan Als zelfs een ondernemerspartij als de VVD voor hogere lasten voor bedrijven is, dan weet je wat een volgende coalitie gaat doen. Als je meer geld wilt uitgeven als partij, kan ik me wel voorstellen dat je hiernaar kijkt. Maar ik maak me zorgen over de mate waarin de belastingen straks stijgen. Dat het effect negatief is, staat vast. Uit de maandag gepresenteerde doorrekening blijkt dat alle partijen die hun verkiezingsplannen aan het Centraal Planbureau voorlegden, hogere lasten voor bedrijven willen. De VVD met € 3,6 mrd het minst, de PvdA met € 42 mrd het meest.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Het Financieele Dagblad,3290632,3290606,"Forum voor Democratie, Kelfkensbos","Economen, Jakob de Haan, VVD, Centraal Planbureau voorlegden, VVD","['opruiing', 'tegendemonstranten', 'anderhalvemeterregel', 'bekeuring', 'amsterdam']","['verslechtert', 'vestigingsklimaat', 'verkiezingsplannen', 'mrd', 'jakob']"
0.72014004,"Haagse plannen: hoe de politiek de volgende pandemie bestrijdt; Al een jaar staat alles in het teken van de coronacrisis en dat zal nog wel een tijdje zo blijven, niet in de laatste plaats voor politiek Den Haag. Toch bereiden partijen zich ondertussen ook al voor op de volgende virusuitbraak, als je de verkiezingsprogramma's mag geloven. Bijna alle dertien zittende partijen zeggen dat ze lessen willen trekken uit deze crisis om een volgende pandemie beter te bestrijden. De meeste aandacht gaat uit naar de bestrijding van de gevolgen van een uitbraak. De politiek is de chaotische taferelen van het voorjaar rond beschermingsmiddelen niet vergeten. Niet verwonderlijk, want een rits Tweede Kamerdebatten stond toen in het teken van mondkapjes, handschoenen en schorten voor zorgmedewerkers. Later kwamen daar de strubbelingen over testvloeistof en de testwattenstaafjes ook nog bij. Zwendel en woekerprijzen Dat nooit meer, is het idee. Veel partijen willen een strategische reserve, noodcapaciteit of ijzeren voorraad aanleggen van hulpmiddelen. Wie de spullen moet verzamelen, daarover lopen de meningen uiteen. Ook onder meer VVD en SP mikken erop de binnenlandse pakhuizen te vullen. Hiervoor wenden meerdere partijen hun blik naar Brussel.","Misstanden in Qatar al jaren aan de gang; Misstanden in Qatar al jaren aan de gang Optreden tegen Greenpeace . foto anp/hh Vanaf 2016 wisten we al over de arbeidsomstandigheden in Qatar en nu, drie weken voor de verkiezingen, zijn er politici die wakker worden en ons gaan vertellen dat we de wereldkampioenschappen moeten boycotten. Hoe geloofwaardig zijn ze nog, terwijl iedere dag een groot vrachtvliegtuig uit Qatar over mijn huis vliegt? Frans Bohlander Voetbalwereld 6500 doden tijdens de bouw van voetbalstadions in Qatar, tot nu toe. En Nederland overweegt nog steeds om daar te gaan voetballen. Bespottelijk en onbestaanbaar. Ook Johan Derksen vindt dat Nederland moet afhaken. Ronald de Boer vindt dat weer overdreven en nuanceert dat door te zeggen Het zijn er iets minder. Ok, het waren er maar 5000. Ronduit schandalig. Rob de Jonge Westervoort Vergoeding Hugo de Jonge smeekt de horeca om geduld en de terrassen niet open te gooien. Tel. 27/2. Dat is makkelijk te regelen, als de horeca een eerlijke beloning krijgt ter compensatie, iets waar de horeca al tijden om smeekt! R. den Hartog, Utrecht Restaurant We worden overspoeld met berichten dat de terrassen hoe dan ook open moeten.",high,2021-02-28 06:52:07,2021-03-01 00:00:00,NOS nieuws,De Telegraaf,3287522,3286377,"Al, VVD, SP","Greenpeace, anp/hh, Qatar, Frans Bohlander, Johan Derksen, Ronald de Boer, Rob, Utrecht Restaurant","['testwattenstaafjes', 'strubbelingen', 'mondkapjes', 'testvloeistof', 'kamerdebatten']","['greenpeace', 'ronald', 'derksen', 'nuanceert', 'westervoort']"
0.7251513,"De laatste, over integriteit; Hilde Sennema Ze stuurde een foto van haar tuin vol krokussen, blij dat ze de lente nog meemaakt. Een tumor in haar hoofd zorgt dat ze niet meer kan lezen en dat ze er binnenkort niet meer is. Ze verontschuldigde zich bij mijn ouders dat ze mijn columns niet meer volgde. Geeft niks, antwoordde mijn moeder, wij lezen ze ook niet altijd. Dat hun vriendin zelf kiest wanneer ze sterft, is iets waar mijn ouders niet aan kunnen wennen. God geeft het leven en neemt het, geloven ze. Maar net zoals ze nu echt wel eens televisiekijken op zondag, zijn ze ook hierover milder geworden. Steeds beter weten ze de wereld buiten de kerk tegemoet te treden. Zonder van hun geloof te vallen sloten ze vriendschappen buiten de zuil, en spreken ze nu met hun humanistische vriendin over goed sterven. Dat vermogen om oude waarden en overtuigingen hun plaats te laten vinden in een nieuwe werkelijkheid is hard nodig op het moment. Je moet, kortom, integreren een woord, besefte ik laatst, dat veel mooier is dan hedendaags gebruik vaak suggereert.","Contact met de kiezer; Geen flyerende lijsttrekkers in windjacks op markten deze keer . Kandidaat-Kamerleden zoeken noodgedwongen hun contact met de kiezer online. Zoals ChristenUnie-lijsttrekker Gert-Jan Segers, hierboven afgebeeld terwijl hij vragen beantwoordt die kiezers hem op online platform Instagram stellen. Anders dan praten met de burgers zelf, praten de politici nu tegen camera's. Populair zijn ook livesessies op Facebook. Zo ging Mark Rutte dit weekend in gesprek met horeca-ondernemers en zond de VVD dat uit op Facebook. Naast de online campagne, werd er dit weekend ook ouderwets geflyerd. Maar aanbellen, dat deden de meeste campagnevoerende partijleden niet, uit angst voor verdere verspreiding van het coronavirus. Forum voor Democratie ging er als enige partij wel op uit om campagne te voeren. Met een vrijheidskaravaan deed de partij Nijmegen en Venlo aan voor een manifestatie. Toen er meer dan tweehonderd mensen langskwamen, moest burgemeester Hubert Bruls de bijeenkomst, die wel aangekondigd en aangevraagd was, voortijdig afbreken. Een bezoeker in Venlo twitterde dat met de komst van Baudet het centrale plein voor het eerst sinds carnaval vorig jaar weer vol stond.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290640,3285326,God,"Gert-Jan Segers, Mark Rutte, Forum voor Democratie, Hubert Bruls, Baudet","['sennema', 'hilde', 'humanistische', 'wennen', 'televisiekijken']","['livesessies', 'vrijheidskaravaan', 'flyerende', 'facebook', 'windjacks']"
0.88374424,"Helft FvD-kiezers: 'Corona is ontwikkeld om burgers te onderdrukken'; De helft van de mensen die op Forum voor Democratie FvD willen stemmen, denkt dat het coronavirus bewust is ontwikkeld om burgers wereldwijd te onderdrukken. 51 procent denkt dat corona een biologisch wapen is dat in een laboratorium is gefabriceerd. Dat blijkt uit onderzoek van Ipsos, in opdracht van Nieuwsuur. De opvattingen van FvD-kiezers over complottheori n wijken behoorlijk af van die van de gemiddelde Nederlander en van stemmers op andere partijen. Ter vergelijking onder alle Nederlanders gelooft 11 procent dat het virus bewust is ontwikkeld en 13 procent dat het een biologisch wapen is. Harde kern Volgens Ipsos-onderzoeker Sjoerd van Heck zijn de gematigde stemmers bij FvD verdwenen. Het percentage complotdenkers is groter geworden. Omdat ze nu een kiezersgroep over hebben die hem no matter what trouw blijven. Dit is de harde kern die overblijft. De lijsttrekker van FvD, Thierry Baudet, is een van de weinige politici die elke dag met een grote bus van stad naar stad reizen. Hij voert fysiek campagne en heeft het vooral over corona. In Urk schudde hij iedereen de hand, alsof er geen pandemie is.","Lijsttrekkers: alle ballen op Rutte; Lijsttrekkers alle ballen op Rutte V.l.n.r . Wopke Hoekstra CDA, Mark Rutte VVD, Geert Wilders PVV, Lilian Marijnissen SP, Jesse Klaver GL en Sigrid Kaag D66 voorafgaand aan het RTL Verkiezingsdebat. Foto ANP/HH Premier doelwit concurrenten in RTL-debat Van onze parlementaire redactie Den Haag Alle ballen op Mark Rutte. Dat lijkt in aanloop naar de verkiezingen de strategie te zijn van veel politieke partijen. Ook bij het verkiezingsdebat van RTL Nieuws kozen veel lijsttrekkers zondagavond voor die koers. Meteen al bij de eerste stelling over corona en de druk op ziekenhuizen gaan PVV, SP en D66 voor de schenen van de premier. In die vliegende tackle wordt meteen CDA meegenomen. Geert Wilders PVV verwijt het zijn twee grootste concurrenten dat zij de zorg hebben verwaarloosd, net als Lilian Marijnissen SP die eveneens treurt om de staat van de zorg. Sigrid Kaag D66 gooit het over een andere boeg en wijst er fijntjes op dat VVD en CDA ooit hebben overwogen om de politiek te laten besluiten wat er moet gebeuren als coronapati nten de ic ’s overspoelen. Zenuwen Het debat van RTL Nieuws liep niet bepaald vlekkeloos. Mark Rutte Zo vreemd.",high,2021-02-27 21:52:54,2021-03-01 00:00:00,Nieuwsuur,De Telegraaf,3287578,3286373,"FvD-kiezers, Forum voor Democratie, Ipsos, FvD-kiezers, Thierry Baudet","Wopke Hoekstra, CDA, Mark Rutte, VVD, Geert Wilders, PVV, Lilian Marijnissen, SP, Jesse Klaver, Sigrid, RTL, Foto ANP/HH, Mark Rutte, Ook, RTL Nieuws, PVV, SP, D66 voor de schenen van de premier, CDA, Geert Wilders, PVV, Lilian Marijnissen, SP, Sigrid Kaag, VVD, CDA, RTL Nieuws, Mark Rutte","['ipsos', 'complotdenkers', 'coronavirus', 'thierry', 'urk']","['coronapati', 'marijnissen', 'rtl', 'verkiezingsdebat', 'schenen']"
