,Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,ID1,ID2,proper_nouns1,proper_nouns2,keywords1,keywords2,unit_id
83,0.7647214,"Meeste partijen willen hoger minimumloon, maar leggen rekening verschillend neer; Bijna alle partijen willen het wettelijk minimumloon verhogen, maar niet in dezelfde mate en niet op dezelfde manier. Zo laten VVD en CDA de aan het minimumloon gekoppelde WW- en bijstandsuitkeringen niet meestijgen en D66 en de ChristenUnie slechts gedeeltelijk. Daardoor lopen de kosten van de maatregel sterk uiteen van € 0,3 mrd bij het CDA tot € 12,8 mrd bij de SP, zo heeft het Centraal Planbureau CPB uitgerekend. Behalve via uitkeringen is de overheid extra geld kwijt als werkgever. Ook hogere loonkosten bij zorg instellingen komen bij de overheid terecht, al zijn de extra lasten minder groot dan in het bedrijfsleven. In de collectieve sector krijgt 3% van het personeel het minimumloon. In de marktsector is dat 6%. Als het minimumloon omhooggaat, stijgen de lonen die daar vlak boven zitten ook. Uurloon Iedere volwassen werknemer heeft nu recht op een minimumloon van € 1684,80 per maand. Dit bedrag stijgt mee met de gemiddelde stijging van de cao-lonen. Het is nu niet goed terug te rekenen naar een uurloon. VVD, GroenLinks, 50PlusS en Denk blijven uitgaan van het maandloon.","Wekdienst 1/3: Verkiezingsprogramma's doorgerekend • Mbo-studenten naar school; Goedemorgen ! De verkiezingsprogramma's zijn doorgerekend, wat komt daar uit? En mbo-studenten en middelbare scholieren mogen vanaf vandaag weer naar school. Het weer vanochtend start de dag op veel plaatsen grijs met mist en lage bewolking. In de loop van de dag breekt de zon soms door, maar het noorden houdt lang last van hardnekkige wolkenvelden. De temperatuur ligt tussen 8 graden in het noorden en 12 graden in het zuidoosten. Daarbij staat een zwakke tot matige oostelijke wind. Later op de dag en in de nacht is het vooral in het noorden weer grijs. In het zuiden kunnen mistbanken ontstaan bij temperaturen rond het vriespunt. Ga je de weg op? Hier vind je het overzicht van de werkzaamheden. Check hier de dienstregeling voor het spoor. Wat kun je vandaag verwachten? Het Centraal Planbureau en Planbureau voor de Leefomgeving presenteren hun analyse en doorrekening van de verkiezingsprogramma's wat zijn de gevolgen voor de overheidsfinanci n en voor de klimaatdoelen? Alle mbo-studenten mogen vandaag weer n dag per week naar school voor lessen. Ook middelbare scholen gaan weer fysiek lesgeven. FvD-leider Baudet is de eerste.",high,2021-03-01 00:00:00,2021-03-01 07:00:58,Het Financieele Dagblad,NOS nieuws,3290622,6290568,"VVD, CDA, D66, ChristenUnie, CDA, SP, VVD, GroenLinks","Planbureau, Baudet","['bijstandsuitkeringen', '50pluss', 'maandloon', 'uurloon', 'mrd']","['wolkenvelden', 'klimaatdoelen', 'vriespunt', 'verkiezingsprogramma', 'leefomgeving']",3290622_6290568
86,0.83461595,"Ed Nijpels: 'VVD had klimaatplannen moeten laten doorrekenen'; VVD-coryfee en voorzitter van het Klimaatberaad Ed Nijpels vindt het een gemiste kans dat zijn partij de klimaatparagraaf van haar verkiezingsprogramma niet heeft laten doorrekenen door het PBL. Andere grote politieke partijen deden dat wel. Wij hebben al in 2013 tijdens de onderhandelingen voor het Energieakkoord besloten dat het PBL onze onafhankelijke rekenmeester is, of de uitslag ons nou bevalt of niet, zegt Nijpels tegen het FD. Soms pakt de uitslag goed uit en soms slecht. Er mag niet getwijfeld worden aan die onafhankelijkheid. Het is jammer dat de VVD het verkiezingsprogramma niet gewoon aan het PBL heeft gegeven, ook voor de kiezer is dat noodzakelijk. Het PBL rekende het Klimaatakkoord, dat in 2019 werd gesloten door politiek en maatschappelijke organisaties, al door. Voor de VVD is dat reden om af te zien van een doorrekening van de klimaatparagraaf in het eigen verkiezingsprogramma, zei premier Mark Rutte zondagavond tijdens een tv-debat van RTL Nieuws. Voor Nijpels kwam het besluit van zijn partij als een verrassing. Het was sterker geweest als ze dit wel had gedaan. Hier deed de VVD wel aan mee.","Pittig RTL-debat over klimaat, discriminatie en corona, maar zonder 'gamechanger'; De zes partijen zijn in het RTL-verkiezingsdebat een aantal keer stevig met elkaar in botsing gekomen. D66-leider Kaag viel uit naar PVV-leider Wilders over discriminatie en Zwarte Piet. GroenLinks-leider Klaver vond dat VVD-leider Rutte niet eerlijk was over kernenergie. Ook zei CDA-leider Hoekstra dat hij Rutte echt ongeloofwaardig vond toen hij had gezegd dat ook de VVD vond dat de rijksten meer belasting moesten betalen. U heeft het hardst gevochten voor de slechtste onderwerpen, aldus Hoekstra. Rutte was het er niet mee eens. Het beleid hebben we met elkaar gedaan. Voorrang gevaccineerden Kaag kreeg in het debat geen enkele bijval met haar plan om gevaccineerden voorrang te geven bij het loslaten van de coronamaatregelen, zoals ze gisteren voorstelde. PVV-lijsttrekker Wilders en SP-lijsttrekker Marijnissen zijn tegen voordeeltjes voor gevaccineerden en dwang of drang naar burgers toe. Marijnissen zegt dat dat leidt tot een tweedeling in de samenleving, terwijl burgers niet de keus hebben om zich snel te laten vaccineren. VVD-lijsttrekker Rutte is ook tegen, omdat het nog niet duidelijk is of mensen die zijn inge nt niet toch het virus verspreiden.",high,2021-03-01 00:00:00,2021-03-01 01:19:49,Het Financieele Dagblad,NOS nieuws,3290593,6290574,"Ed Nijpels, VVD, Klimaatberaad Ed Nijpels, PBL, PBL, PBL, PBL, VVD, Mark Rutte, RTL Nieuws, VVD","Wilders, Zwarte Piet, VVD, Wilders, Marijnissen, Marijnissen","['coryfee', 'klimaatparagraaf', 'klimaatberaad', 'klimaatakkoord', 'verkiezingsprogramma']","['gevaccineerden', 'gamechanger', 'coronamaatregelen', 'verkiezingsdebat', 'marijnissen']",3290593_6290574
92,0.82611704,"Verkiezingsdebat: Jetten zegt niet op wie hij stemt; D66-fractieleider Rob Jetten gaat stemmen op een kandidaat die heel creatief campagne heeft gevoerd . Dat is een oproep aan alle D66-kandidaten dat ze mijn stem nog kunnen winnen. Hij zei dit in het verkiezingsdebat van WNL in antwoord op de vraag van presentator Rick Nieman of hij op zichzelf of op lijsttrekker Sigrid Kaag gaat stemmen. Nieman zei pas op, dat zei Ruud Lubbers ook. Hij verwees daarmee naar de uitspraak van oud-premier Lubbers in de verkiezingscampagne van 1994 dat hij niet op CDA-lijsttrekker Brinkman ging stemmen, een moment dat de leiderschapscrisis in het CDA scherp aan het licht bracht. Jetten vond die vergelijking niet van toepassing. Hij zei er alle vertrouwen in te hebben dat Kaag op eigen kracht voldoende stemmen zal halen. Wij zien deze campagne ook echt als teamwork. Bij WNL op Zondag was vanochtend het eerste tv-verkiezingsdebat. De nummers 2 van de VVD Van Ark, de PVV Fleur Agema, het CDA Pieter Omtzigt, D66 Rob Jetten en de SP Renske Leijten en de nummer 3 van de PvdA Henk Nijboer traden met elkaar in het strijdperk. Iedere partij bracht een stelling in en mocht die als eerste een minuut verdedigen.","Stelling 2:  minimaal 10 procent van de bewindslieden moet van kleur zijn; De offici le tekst van de stelling luidt Als mijn partij meedoet aan het volgende kabinet zal minimaal 10 procent van de bewindslieden van kleur zijn of een niet-westerse migratieachtergrond hebben. GroenLinks, SP en D66 zijn hiervoor. PVV-lijsttrekker Wilders houdt niet van zulke stellingen. De eerste persoon van kleur die ik zou willen verdedigen is Zwarte Piet. Rutte drukt op rood Ik wil niet dat iemand dan in mijn kabinet zit en denkt ik zit hier alleen omdat Rutte bij Frits Wester op groen heeft gedrukt. Hij ziet ook dat er sprake is van een trend dat het beter gaat met mensen aan de top van een niet-westerse achtergrond. Jesse Klaver begint over Ronald Koeman die trainer is van het Nederlandse elftal en dat leidt tot hilariteit op Twitter.",high,2021-02-28 13:27:28,2021-02-28 22:03:24,NOS nieuws,NOS liveblog,3287516,3287477,"WNL, Rick Nieman, Sigrid Kaag, Nieman, Brinkman, CDA, WNL, VVD, Van Ark, PVV, Agema, CDA Pieter Omtzigt, D66, SP, Henk Nijboer","GroenLinks, SP, D66, Wilders, Zwarte Piet, Frits Wester, Jesse Klaver, Ronald Koeman","['leiderschapscrisis', 'omtzigt', 'verkiezingsdebat', 'lubbers', 'ruud']","['ronald', 'hilariteit', 'zit', 'westerse', 'migratieachtergrond']",3287516_3287477
109,0.79976517,"Meeste partijen willen hoger minimumloon, maar leggen rekening verschillend neer; Bijna alle partijen willen het wettelijk minimumloon verhogen, maar niet in dezelfde mate en niet op dezelfde manier. Zo laten VVD en CDA de aan het minimumloon gekoppelde WW- en bijstandsuitkeringen niet meestijgen en D66 en de ChristenUnie slechts gedeeltelijk. Daardoor lopen de kosten van de maatregel sterk uiteen van € 0,3 mrd bij het CDA tot € 12,8 mrd bij de SP, zo heeft het Centraal Planbureau CPB uitgerekend. Behalve via uitkeringen is de overheid extra geld kwijt als werkgever. Ook hogere loonkosten bij zorg instellingen komen bij de overheid terecht, al zijn de extra lasten minder groot dan in het bedrijfsleven. In de collectieve sector krijgt 3% van het personeel het minimumloon. In de marktsector is dat 6%. Als het minimumloon omhooggaat, stijgen de lonen die daar vlak boven zitten ook. Uurloon Iedere volwassen werknemer heeft nu recht op een minimumloon van € 1684,80 per maand. Dit bedrag stijgt mee met de gemiddelde stijging van de cao-lonen. Het is nu niet goed terug te rekenen naar een uurloon. VVD, GroenLinks, 50PlusS en Denk blijven uitgaan van het maandloon.","Een sterkere EU graag, maar nu is dat even bijzaak; verkiezingen 2021 de campagne Het klimaat, de strijd tegen het virus, de erfenis van het Trump-tijdperk de redenen om als Europese lidstaten nauwer samen te werken, liggen voor het oprapen. De meeste partijen erkennen in hun verkiezingsprogramma's daarom volop de noodzaak van een sterkere Europese Unie. Slechts twee partijen zijn voor een nexit, de PVV en FvD JA21 streeft naar een kleinere Europese Unie. Toch spelen Europa en de Europese Unie nauwelijks een rol van betekenis in de verkiezingscampagne. Zelfs het pro-Europese D66 valt koploper VVD vooral aan op het coronabeleid. Een voor de hand liggende verklaring is dat alle aandacht en inzet voor de virusbestrijding de andere onderwerpen overvleugelt. Maar het is juist ook de pandemie die het besef afgelopen jaar deed doordringen dat Europa hard moet werken aan haar strategische autonomie, bijvoorbeeld door zelfvoorzienend te zijn in geneesmiddelen en vaccins. De bikkelharde strijd om beschermingsmiddelen als mondkapjes van afgelopen voorjaar is nog niet vergeten. De pandemie is bovendien de eerste mondiale crisis zonder duidelijke leiding van de Verenigde Staten, terwijl China die rol nadrukkelijk wel zoekt. Dat komt deels door de coronacrisis.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Trouw,3290622,3285325,"VVD, CDA, D66, ChristenUnie, CDA, SP, VVD, GroenLinks","PVV, D66, VVD","['bijstandsuitkeringen', '50pluss', 'maandloon', 'uurloon', 'mrd']","['bikkelharde', 'mondkapjes', 'europese', 'oprapen', 'beschermingsmiddelen']",3290622_3285325
135,0.80370146,"De confrontatie met de kiezer valt de lijsttrekkers zwaar; Meneer Rutte, als het over een jaar nog niet is opgelost, treedt u dan wel af? Halverwege het eerste grote tv-debat bij RTL is het Kristie Rongen, een van de gedupeerde ouders uit de toeslagenaffaire, die Mark Rutte voor even stil krijgt. Ze zegt het zelfs letterlijk ik stop u hier even, als Rutte aan een van zijn vaker gebruikte antwoorden wil beginnen. Wij zaten als ratten in de val, aldus Rongen met een trilling in haar stem. De kop is er af. RTL organiseerde gisteravond de eerste in een reeks tv-debatten, onder leiding van Frits Wester en Jetske Schrijver. Met de verkiezingen nog ver genoeg weg om uitglijders weer goed te kunnen maken, en dichtbij genoeg om met een sterk optreden de campagne een wending te geven. De RTL-presentatoren krijgen ondersteuning van gewone kiezers, die zich met een filmpje presenteren en vervolgens live in de studio hun vragen stellen. Dat blijkt een gouden greep van de regie, naast het toch vrij voorspelbare verbale steekspel tussen de lijsttrekkers onderling. Een debat loopt toch altijd anders dan je denkt.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona ; Minister de Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, benadrukt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn en dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open kunnen. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",high,2021-03-01 00:00:00,2021-03-01 14:33:22,Trouw,NOS liveblog,3285322,3287397,"Meneer Rutte, RTL, Kristie Rongen, Mark Rutte, RTL, Frits Wester, Jetske Schrijver",Jonge van Volksgezondheid,"['toeslagenaffaire', 'uitglijders', 'jetske', 'treedt', 'kristie']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']",3285322_3287397
140,0.7784469,"Wekdienst 1/3: Verkiezingsprogramma's doorgerekend • Mbo-studenten naar school; Goedemorgen ! De verkiezingsprogramma's zijn doorgerekend, wat komt daar uit? En mbo-studenten en middelbare scholieren mogen vanaf vandaag weer naar school. Het weer vanochtend start de dag op veel plaatsen grijs met mist en lage bewolking. In de loop van de dag breekt de zon soms door, maar het noorden houdt lang last van hardnekkige wolkenvelden. De temperatuur ligt tussen 8 graden in het noorden en 12 graden in het zuidoosten. Daarbij staat een zwakke tot matige oostelijke wind. Later op de dag en in de nacht is het vooral in het noorden weer grijs. In het zuiden kunnen mistbanken ontstaan bij temperaturen rond het vriespunt. Ga je de weg op? Hier vind je het overzicht van de werkzaamheden. Check hier de dienstregeling voor het spoor. Wat kun je vandaag verwachten? Het Centraal Planbureau en Planbureau voor de Leefomgeving presenteren hun analyse en doorrekening van de verkiezingsprogramma's wat zijn de gevolgen voor de overheidsfinanci n en voor de klimaatdoelen? Alle mbo-studenten mogen vandaag weer n dag per week naar school voor lessen. Ook middelbare scholen gaan weer fysiek lesgeven. FvD-leider Baudet is de eerste.","Milieuclubs niet echt blij met doorrekeningen; Milieuorganisaties zijn teleurgesteld over de verkiezingsprogramma s. Want ze zijn niet groen genoeg, vinden ze. De op milieugebied beste coalitie die volgens peilingen een meerderheid zou hebben in beide Kamers van VVD, CDA, GroenLinks, D66 en PvdA zou niet verder komen dan 53 procent reductie van broeikasgassen in 2030, zegt Milieudefensie. Terwijl 65 procent nodig is om een eerlijke bijdrage te leveren aan het Parijsakkoord en Europa 55 procent als doel heeft. Greenpeace Nederland is evenmin te spreken over ieder verkiezingsprogramma en de nagestreefde reductie van CO2 Geen enkele partij ligt op koers om de afspraken uit het Klimaatakkoord van Parijs te halen. Deze club is echter wel blij dat D66 en GroenLinks cruciale stappen willen zetten en ziet ook dat de PvdA, ChristenUnie en SP meer doen dan de huidige klimaatwet. Maar het is volgens Greenpeace onbegrijpelijk dat het CDA achterblijft met 46 procent reductie en zelfs de klimaatwet niet nakomt. Dat de VVD geen klimaatplannen heeft laten doorrekenen is onverantwoordelijk.",high,2021-03-01 07:00:58,2021-03-01 12:57:21,NOS nieuws,NOS liveblog,3287459,6290507,"Planbureau, Baudet","Milieuclubs, Kamers, CDA, GroenLinks, D66, PvdA, Greenpeace, D66, GroenLinks, PvdA, ChristenUnie, SP, Greenpeace, CDA","['wolkenvelden', 'klimaatdoelen', 'vriespunt', 'verkiezingsprogramma', 'leefomgeving']","['greenpeace', 'nagestreefde', 'doorrekeningen', 'milieuclubs', 'klimaatakkoord']",3287459_6290507
141,0.8586084,"Rutte tegen Klaver: U bent aan het overtoepen! Klaver: 'Er wordt hier gelogen'; VVD-leider Rutte en GroenLinks-leider Klaver krijgen het stevig aan de stok over kernenergie en het klimaat. Rutte waarschuwt Klaver dat hij met al zijn klimaatwensen het draagvlak onder de bevolking verkleint. In Amsterdam is er bijvoorbeeld stevige discussie over de aanleg van windmolens. Er is ook onder GroenLinks-leden veel kritiek op het plan. U bent aan het overtoepen, waarschuwt Rutte. Het is tegen het zere been van Klaver. Hij vindt het slecht dat de VVD de klimaatplannen van de partij niet laat doorrekenen door het Planbureau voor de Leefomgeving. En hij vindt dat zowel Rutte als Hoekstra liegt door te doen alsof kernenergie helpt bij het bereiken van de klimaatdoelen van Parijs. Het bouwen van een kerncentrale duurt zeker wel dertig jaar en binnen tien jaar moet er iets gedaan worden aan het tegengaan van de opwarming van de aarde. Er wordt gelogen door twee leden van het kabinet, stelt Klaver. Rutte en Hoekstra zijn het daar niet mee eens.","Vraag van de eigenaresse van een couscousbar aan PVV-lijsttrekker Wilders; Nadia wil van Wilders weten hoe zij het aan haar zoon moet uitleggen dat hij als tweederangsburger, geboren en getogen in Nederland, wordt weggezet. Wilders bestrijdt dat hij dat doet. Het gaat hem om de instroom van niet-westerse allochtonen, zegt hij. Nadia en Wilders komen in een heftige discussie terecht, over de islam en over de invloed van andere culturen. Wilders Nederlanders zijn vreemden in hun eigen land geworden. De invloed van de politieke islam is onwenselijk. Nadia Bent u ineens theoloog of zo? Ze nodigt hem uit voor couscous. Dat hoeft voor Wilders niet, maar hij wil wel met haar in gesprek.",high,2021-02-28 22:30:43,2021-02-28 22:43:49,NOS liveblog,NOS liveblog,3287472,3287471,Planbureau voor de Leefomgeving,"Wilders, Nadia, Wilders, Wilders bestrijdt, Nadia, Nadia Bent","['klimaatdoelen', 'verkleint', 'klimaatwensen', 'leefomgeving', 'amsterdam']","['onwenselijk', 'couscousbar', 'couscous', 'nederlanders', 'theoloog']",3287472_3287471
149,0.8630762,"Economen: hogere belastingen jagen bedrijven weg; De plannen van politieke partijen om de lasten van bedrijven te verhogen komen niet uit de lucht vallen. Maar zonder risico zijn ze niet hogere belastingen maken Nederland minder aantrekkelijk als vestigingsplaats, waarschuwen hoogleraren. Nederland stond altijd hoog in lijstjes als het ging om concurrentievermogen. Daar waren meer redenen voor, maar het fiscale klimaat speelde zeker een rol. Als je daaraan morrelt weet je dat het vestigingsklimaat verslechtert, zegt hoogleraar economie Jakob de Haan van de Rijksuniversiteit Groningen. Effect negatief De Haan Als zelfs een ondernemerspartij als de VVD voor hogere lasten voor bedrijven is, dan weet je wat een volgende coalitie gaat doen. Als je meer geld wilt uitgeven als partij, kan ik me wel voorstellen dat je hiernaar kijkt. Maar ik maak me zorgen over de mate waarin de belastingen straks stijgen. Dat het effect negatief is, staat vast. Uit de maandag gepresenteerde doorrekening blijkt dat alle partijen die hun verkiezingsplannen aan het Centraal Planbureau voorlegden, hogere lasten voor bedrijven willen. De VVD met € 3,6 mrd het minst, de PvdA met € 42 mrd het meest.","CPB-doorrekening: risico op maken van uitglijer groter dan stemmenwinst; Is de invloed van het CPB, een overheidsinstelling, op het politieke proces door de doorrekeningen niet te groot geworden? Jean Dohmen Amsterdam Vandaag zijn ze er weer de doorrekeningen van de partijprogramma's door het Centraal Planbureau. Extra stemmen leveren ze niet op, wel een betrouwbaar imago, zegt onderzoeker Wimar Bolhuis. Het is, naast de grote debatten, een van de spannende momenten in de verkiezingscampagne de doorrekening van de partijprogramma's door het Centraal Planbureau CPB. Dat geeft vandaag aan de hand van berekeningen antwoord op harde economische vragen als welke partijen cre ren banen, wie verhoogt de lasten, welk programma pakt het beste uit voor de koopkracht? Het Planbureau voor de Leefomgeving doet, zij het minder lang dan het CPB, een vergelijkbare exercitie, maar dan over de impact op onder meer het klimaat. Niet alle partijen laten hun plannen doorrekenen. Het CPB vertelt ook niet vooraf wie wel en niet meedoet. Deelname is vrijwillig, benadrukt Wimar Bolhuis, universitair docent in Leiden en auteur van een proefschrift over de doorrekeningen van partijprogramma's door het CPB. Dat klopt.",high,2021-03-01 00:00:00,2021-03-01 00:00:00,Het Financieele Dagblad,Het Financieele Dagblad,3290606,3290566,"Economen, Jakob de Haan, VVD, Centraal Planbureau voorlegden, VVD","Is de invloed, CPB, Jean Dohmen, Centraal Planbureau, Wimar Bolhuis, Centraal Planbureau CPB, CPB, CPB, Wimar Bolhuis, CPB","['verslechtert', 'vestigingsklimaat', 'verkiezingsplannen', 'mrd', 'jakob']","['doorrekeningen', 'uitglijer', 'berekeningen', 'amsterdam', 'leefomgeving']",3290606_3290566
160,0.80059934,"Vraag van de eigenaresse van een couscousbar aan PVV-lijsttrekker Wilders; Nadia wil van Wilders weten hoe zij het aan haar zoon moet uitleggen dat hij als tweederangsburger, geboren en getogen in Nederland, wordt weggezet. Wilders bestrijdt dat hij dat doet. Het gaat hem om de instroom van niet-westerse allochtonen, zegt hij. Nadia en Wilders komen in een heftige discussie terecht, over de islam en over de invloed van andere culturen. Wilders Nederlanders zijn vreemden in hun eigen land geworden. De invloed van de politieke islam is onwenselijk. Nadia Bent u ineens theoloog of zo? Ze nodigt hem uit voor couscous. Dat hoeft voor Wilders niet, maar hij wil wel met haar in gesprek.","De kiezer verkeert in onzekerheid, maar de opiniepeiler heeft het ook niet gemakkelijk; column Helaas moet ik het in deze column nog stellen zonder de informatie die het RTL-verkiezingsdebat heeft opgeleverd. Maar ik durf hier toch wel te beweren dat we nog rare dingen gaan beleven, nu de campagne eindelijk is begonnen en het nog maar zestien dagen duurt tot de verkiezingen. Misschien is er bij RTL een keiharde gamechanger of een beslissende oneliner langsgekomen, de afgelopen dagen hebben we die in campagnehistorische beschouwingen genoeg gehoord. Maar meer dan een slimme uithaal maakt iets anders de verkiezingen onvoorspelbaar. Het worden namelijk de coronaverkiezingen. Zoiets als dit hebben we nog nooit meegemaakt, zei politiek strateeg Kay van de Linde zondag bij Buitenhof. Tegenover hem zat campagnestrateeg Hans Anker, en die wist het ook niet. Beiden haalden hun betreurde vriend en politieke junky Erik van Bruggen aan Een campagne is onvoorspelbaar. En dat was dus v r corona een campagne nog onvoorspelbaarder maakt dan die per definitie toch al is. De verkiezingen zijn ook geen evaluatie van het coronabeleid, wat je daar verder ook van vond. Dat oordeel zal binnen afzienbare tijd worden geveld in een parlementaire enqu te.",high,2021-02-28 22:43:49,2021-03-01 00:00:00,NOS liveblog,De Volkskrant,3287471,3285217,"Wilders, Nadia, Wilders, Wilders bestrijdt, Nadia, Nadia Bent","RTL, Hans Anker, Erik van Bruggen","['onwenselijk', 'couscousbar', 'couscous', 'nederlanders', 'theoloog']","['oneliner', 'strateeg', 'opiniepeiler', 'campagnestrateeg', 'gamechanger']",3287471_3285217
165,0.78980625,"Rutte tegen Klaver: U bent aan het overtoepen! Klaver: 'Er wordt hier gelogen'; VVD-leider Rutte en GroenLinks-leider Klaver krijgen het stevig aan de stok over kernenergie en het klimaat. Rutte waarschuwt Klaver dat hij met al zijn klimaatwensen het draagvlak onder de bevolking verkleint. In Amsterdam is er bijvoorbeeld stevige discussie over de aanleg van windmolens. Er is ook onder GroenLinks-leden veel kritiek op het plan. U bent aan het overtoepen, waarschuwt Rutte. Het is tegen het zere been van Klaver. Hij vindt het slecht dat de VVD de klimaatplannen van de partij niet laat doorrekenen door het Planbureau voor de Leefomgeving. En hij vindt dat zowel Rutte als Hoekstra liegt door te doen alsof kernenergie helpt bij het bereiken van de klimaatdoelen van Parijs. Het bouwen van een kerncentrale duurt zeker wel dertig jaar en binnen tien jaar moet er iets gedaan worden aan het tegengaan van de opwarming van de aarde. Er wordt gelogen door twee leden van het kabinet, stelt Klaver. Rutte en Hoekstra zijn het daar niet mee eens.","Gelijkspel in eerste grote tv-debat; Zondag gaf RTL de tv-aftrap van wellicht de kortste verkiezingsstrijd in de Nederlandse geschiedenis . Met slechts vijftien dagen te gaan voordat de stembussen open gaan kruisten de lijsttrekkers van de zes grootste partijen de degens over klimaat, economie, integratie en de corona-aanpak. Na afloop feliciteerden de deelnemers elkaar met een inhoudelijk debat. Maar bij zulke mediaspektakels gaat het vooral om de beeldvorming. Dit debat leverde geen duidelijke winnaar op. De demissionaire premier bleef rolvast de staatsman uitstralen, terwijl tegenstrever Wopke Hoekstra CDA zich presenteerde als would-be premier. Jesse Klaver GroenLinks koos vaker voor de verbindende rol, Hij kwam Sigrid Kaag D66 te hulp toen zij onder vuur lag van de andere lijsttrekkers over het heropenen van de samenleving voor reeds gevaccineerden, geheel in lijn met zijn pleidooi voor het samen optrekken op links. Lastige kiezersvragen Niet hun politieke tegenstrevers maar de kiezers maakten het de lijsttrekkers zondagavond moeilijk. Zo moest Kaag tegenover een boze boer toegeven dat zij het alternatieve plan van de melkveehouders voor een reductie van de stikstofuitstoot niet kende. En moest demissionair minister Wopke Hoekstra van Financi n erkennen dat hij niet snel een oplossing had voor een wanhopig horeca-echtpaar.",high,2021-02-28 22:30:43,2021-03-01 00:00:00,NOS liveblog,Het Financieele Dagblad,3287472,3290571,Planbureau voor de Leefomgeving,"Wopke Hoekstra, CDA, Jesse Klaver, GroenLinks, Sigrid Kaag D66, Wopke Hoekstra","['klimaatdoelen', 'verkleint', 'klimaatwensen', 'leefomgeving', 'amsterdam']","['mediaspektakels', 'stikstofuitstoot', 'stembussen', 'tegenstrevers', 'gevaccineerden']",3287472_3290571
169,0.7858057,"Vraag van de eigenaresse van een couscousbar aan PVV-lijsttrekker Wilders; Nadia wil van Wilders weten hoe zij het aan haar zoon moet uitleggen dat hij als tweederangsburger, geboren en getogen in Nederland, wordt weggezet. Wilders bestrijdt dat hij dat doet. Het gaat hem om de instroom van niet-westerse allochtonen, zegt hij. Nadia en Wilders komen in een heftige discussie terecht, over de islam en over de invloed van andere culturen. Wilders Nederlanders zijn vreemden in hun eigen land geworden. De invloed van de politieke islam is onwenselijk. Nadia Bent u ineens theoloog of zo? Ze nodigt hem uit voor couscous. Dat hoeft voor Wilders niet, maar hij wil wel met haar in gesprek.","Niet een lijsttrekker, maar een kiezer brengt Mark Rutte bij RTL in het nauw; Eerste TV-Debat Het format van het verkiezingsdebat op RTL4 ontregelde premier Mark Rutte VVD, die normaliter sto cijns debatten voert.,Een tv-format kan een beslissende rol spelen in een lijsttrekkersdebat. Vooral demissionair premier Mark Rutte VVD zal die les geleerd hebben. De lijsttrekkers naast Rutte ook Geert Wilders PVV, Wopke Hoekstra CDA, Sigrid Kaag D66 , Lilian Marijnissen SP en Jesse Klaver GroenLinks moesten zondagavond in het RTL-debat niet alleen met elkaar in debat, maar ook met een kiezer. De lijsttrekkers kenden het onderwerp niet in het geval van Rutte was dat de Toeslagenaffaire. Ook wisten ze niet wie ze tegenover zich zouden krijgen. Rutte had tot dan toe een vrij eenvoudig debat. Hij kent zijn tegenstanders, debatteert zich behendig onder hun beschuldigingen uit, en gaat onbewogen door. Maar het gesprek met de kiezer had een totaal ander effect. Rutte werd tegenover Kristie Rongen geplaatst. Zij is gedupeerde in de Toeslagenaffaire, die had geleid tot de val van het derde kabinet-Rutte. Wij zaten als ratten in de val. U bent daar ook schuldig aan, zei ze. U niet.",high,2021-02-28 22:43:49,2021-03-01 00:00:00,NOS liveblog,NRC Handelsblad,3287471,3285627,"Wilders, Nadia, Wilders, Wilders bestrijdt, Nadia, Nadia Bent","Mark Rutte, RTL, Mark Rutte, Mark Rutte, Geert Wilders, PVV, Wopke Hoekstra, CDA, Sigrid, Lilian Marijnissen, SP, Jesse, GroenLinks, Kristie Rongen","['onwenselijk', 'couscousbar', 'couscous', 'nederlanders', 'theoloog']","['lijsttrekkersdebat', 'toeslagenaffaire', 'ontregelde', 'cijns', 'marijnissen']",3287471_3285627
