,Similarity_Score,Text1,Text2,Group,Date1,Date2,Publisher1,Publisher2,proper_nouns1,proper_nouns2,keywords1,keywords2,unit_id,coder_id,event_match,topic_match
191,0.63147986,"Ziekenhuisbezetting daalt met 55; De bezetting in de ziekenhuizen is de afgelopen dag afgenomen . Er lagen in totaal 1809 coronapati nten in het ziekenhuis, van wie 518 op de IC. Gisteren waren die aantallen 1864 en 525. In de afgelopen dag werden er ook 4993 nieuwe positieve coronagevallen gemeld bij het RIVM. Het gemiddeld aantal besmettingen per dag in de zeven voorgaande dagen stijgt daarmee van 4547 naar 4605.","Esther Ouwehand had niets met de plek waar ze opgroeide; De bouw is typisch eind jaren 70, toen in heel Nederland buiten de oude woonkernen nieuwe wijken verschenen nog ver voordat in 1991 het begrip Vinex zou ontstaan. Rijtjeswoningen op vaak doodlopende woonerven aan smalle, slingerende straten waar de auto's niet te hard kunnen rijden. Huizen in verschillende stijlen, per wijk veranderend. Groene parken en perken, met een beetje geluk wat water. Een school, een winkelcentrum. En dan de straatnamen. Esther Ouwehand kwam met haar broer, zus en ouders terecht in een buurt waar de straten Mars, Pallas, Uranus en Neptunus heten. In de volgende buurt luisteren ze naar de namen Pollux, Castor en Orion. Iets meer richting zee ligt een wijk waar de mensen wonen aan Weegschaal, Boogschutter en Waterman. En bij het sportpark heten ze Krab, Kreeft en Koraal. Welkom in Rijnsoever, ofwel Katwijk-Noord, de wijk die naast Katwijk aan Zee en Katwijk aan de Rijn in de Hoornespolder vanaf die jaren 70 de derde grote woonkern van het Zuid-Hollandse dorp zou worden. Behalve in Katwijk.",medium,2021-02-27 15:20:11,2021-03-01 00:00:00,NOS liveblog,Algemeen Dagblad,"IC, RIVM","Esther Ouwehand, Vinex, Esther Ouwehand, Uranus, Neptunus, Castor, Waterman","['4605', 'besmettingen', 'ziekenhuisbezetting', 'coronapati', '525']","['hoornespolder', 'neptunus', 'rijtjeswoningen', 'woonerven', 'woonkernen']",3287538_3286186,2608,No,No
192,0.81937397,"Oud-vluchtelingen popelen om het parlement in te gaan; Op de kandidatenlijsten voor de Tweede Kamer staan dit keer opvallend veel mensen met een vluchtelingen-achtergrond. Zeker tien van hen zijn ooit met hun ouders naar Nederland gevlucht. De meeste in de jaren 90, vooral uit het Midden-Oosten. Wat zijn hun drijfveren en ambities? Iemand die verzekerd lijkt van een Kamerzetel is Ulysse Ellian. Hij staat op plaats 22 op de lijst van de VVD. Ellian, advocaat van beroep, woont in Almere. Hij vluchtte als baby met zijn ouders uit Afghanistan. Zijn vader, rechtsgeleerde en publicist Afshin Ellian, vluchtte daar eerder al heen vanuit Iran. Ik stel mij verkiesbaar voor de VVD omdat die partij voor vrijheid en eigen verantwoordelijkheid staat, verklaart hij zijn keus. Het idee je kan er wat van maken als je echt wilt, zonder continu hulp te vragen. Je bent vrij om je eigen keuzes te maken. Dat idee leeft sterker bij de VVD dan bij andere partijen. Het beschermen van die vrijheid is zijn belangrijkste drijfveer om de landelijke politiek in te gaan. Ik zie dat dat niet meer vanzelfsprekend is.","Het RTL-debat zal hoogstens herinnerd worden om het ‘ik stop u even’ van Kristie Rongen ; Zap In het verkiezingsdebat van RTL gaven de lijsttrekkers vooral vooraf ingestudeerde antwoorden. Het werd pas spannend toen een slachtoffer van de Toeslagenaffaire de premier ondervroeg. , Als een verkiezingsdebat, zoals de kenners zeggen, in de analyse wordt gewonnen, was het rechtsleunende gezelschap waarmee Eva Jinek het RTL-debat nabeschouwde misschien een stemadvies. Er zaten een journalist van De Telegraaf, een goede vriend van de lijsttrekker van de VVD, een van de organisatoren van het debat en na een tijdje kwam de lijsttrekker van het CDA binnen. Jort Kelder het wordt eentonig dat programma ’s altijd bij hem uitkomen als ze een vriend van Mark Rutte aan tafel willen zei vooraf dat Rutte kwetsbaar was en alleen maar kon verliezen. Na afloop concludeerde hij dat Rutte overeind was gebleven en ook Wouter de Winther had gezien dat Rutte alle ballen uit het doel had gehouden. Ik weet niet of Kristie Rongen dat ook zo zag. Zij was een van de zes gewone burgers die door RTL waren uitgenodigd om de lijsttrekkers een vraag te stellen.",high,2021-02-27 18:49:28,2021-03-01 00:00:00,NOS nieuws,NRC Handelsblad,"Tweede Kamer, Ellian, VVD, Ellian, advocaat van beroep, Afghanistan, Afshin Ellian, VVD","Kristie Rongen, RTL, Eva Jinek, VVD, CDA, Mark Rutte, Winther, Kristie Rongen, RTL","['afghanistan', 'rechtsgeleerde', 'verantwoordelijkheid', 'popelen', 'ellian']","['nabeschouwde', 'ingestudeerde', 'toeslagenaffaire', 'jinek', 'kristie']",3287550_3285661,2606,No,Yes
193,0.81937397,"Oud-vluchtelingen popelen om het parlement in te gaan; Op de kandidatenlijsten voor de Tweede Kamer staan dit keer opvallend veel mensen met een vluchtelingen-achtergrond. Zeker tien van hen zijn ooit met hun ouders naar Nederland gevlucht. De meeste in de jaren 90, vooral uit het Midden-Oosten. Wat zijn hun drijfveren en ambities? Iemand die verzekerd lijkt van een Kamerzetel is Ulysse Ellian. Hij staat op plaats 22 op de lijst van de VVD. Ellian, advocaat van beroep, woont in Almere. Hij vluchtte als baby met zijn ouders uit Afghanistan. Zijn vader, rechtsgeleerde en publicist Afshin Ellian, vluchtte daar eerder al heen vanuit Iran. Ik stel mij verkiesbaar voor de VVD omdat die partij voor vrijheid en eigen verantwoordelijkheid staat, verklaart hij zijn keus. Het idee je kan er wat van maken als je echt wilt, zonder continu hulp te vragen. Je bent vrij om je eigen keuzes te maken. Dat idee leeft sterker bij de VVD dan bij andere partijen. Het beschermen van die vrijheid is zijn belangrijkste drijfveer om de landelijke politiek in te gaan. Ik zie dat dat niet meer vanzelfsprekend is.","Het RTL-debat zal hoogstens herinnerd worden om het ‘ik stop u even’ van Kristie Rongen ; Zap In het verkiezingsdebat van RTL gaven de lijsttrekkers vooral vooraf ingestudeerde antwoorden. Het werd pas spannend toen een slachtoffer van de Toeslagenaffaire de premier ondervroeg. , Als een verkiezingsdebat, zoals de kenners zeggen, in de analyse wordt gewonnen, was het rechtsleunende gezelschap waarmee Eva Jinek het RTL-debat nabeschouwde misschien een stemadvies. Er zaten een journalist van De Telegraaf, een goede vriend van de lijsttrekker van de VVD, een van de organisatoren van het debat en na een tijdje kwam de lijsttrekker van het CDA binnen. Jort Kelder het wordt eentonig dat programma ’s altijd bij hem uitkomen als ze een vriend van Mark Rutte aan tafel willen zei vooraf dat Rutte kwetsbaar was en alleen maar kon verliezen. Na afloop concludeerde hij dat Rutte overeind was gebleven en ook Wouter de Winther had gezien dat Rutte alle ballen uit het doel had gehouden. Ik weet niet of Kristie Rongen dat ook zo zag. Zij was een van de zes gewone burgers die door RTL waren uitgenodigd om de lijsttrekkers een vraag te stellen.",high,2021-02-27 18:49:28,2021-03-01 00:00:00,NOS nieuws,NRC Handelsblad,"Tweede Kamer, Ellian, VVD, Ellian, advocaat van beroep, Afghanistan, Afshin Ellian, VVD","Kristie Rongen, RTL, Eva Jinek, VVD, CDA, Mark Rutte, Winther, Kristie Rongen, RTL","['afghanistan', 'rechtsgeleerde', 'verantwoordelijkheid', 'popelen', 'ellian']","['nabeschouwde', 'ingestudeerde', 'toeslagenaffaire', 'jinek', 'kristie']",3287550_3285661,2607,No,Yes
194,0.81937397,"Oud-vluchtelingen popelen om het parlement in te gaan; Op de kandidatenlijsten voor de Tweede Kamer staan dit keer opvallend veel mensen met een vluchtelingen-achtergrond. Zeker tien van hen zijn ooit met hun ouders naar Nederland gevlucht. De meeste in de jaren 90, vooral uit het Midden-Oosten. Wat zijn hun drijfveren en ambities? Iemand die verzekerd lijkt van een Kamerzetel is Ulysse Ellian. Hij staat op plaats 22 op de lijst van de VVD. Ellian, advocaat van beroep, woont in Almere. Hij vluchtte als baby met zijn ouders uit Afghanistan. Zijn vader, rechtsgeleerde en publicist Afshin Ellian, vluchtte daar eerder al heen vanuit Iran. Ik stel mij verkiesbaar voor de VVD omdat die partij voor vrijheid en eigen verantwoordelijkheid staat, verklaart hij zijn keus. Het idee je kan er wat van maken als je echt wilt, zonder continu hulp te vragen. Je bent vrij om je eigen keuzes te maken. Dat idee leeft sterker bij de VVD dan bij andere partijen. Het beschermen van die vrijheid is zijn belangrijkste drijfveer om de landelijke politiek in te gaan. Ik zie dat dat niet meer vanzelfsprekend is.","Het RTL-debat zal hoogstens herinnerd worden om het ‘ik stop u even’ van Kristie Rongen ; Zap In het verkiezingsdebat van RTL gaven de lijsttrekkers vooral vooraf ingestudeerde antwoorden. Het werd pas spannend toen een slachtoffer van de Toeslagenaffaire de premier ondervroeg. , Als een verkiezingsdebat, zoals de kenners zeggen, in de analyse wordt gewonnen, was het rechtsleunende gezelschap waarmee Eva Jinek het RTL-debat nabeschouwde misschien een stemadvies. Er zaten een journalist van De Telegraaf, een goede vriend van de lijsttrekker van de VVD, een van de organisatoren van het debat en na een tijdje kwam de lijsttrekker van het CDA binnen. Jort Kelder het wordt eentonig dat programma ’s altijd bij hem uitkomen als ze een vriend van Mark Rutte aan tafel willen zei vooraf dat Rutte kwetsbaar was en alleen maar kon verliezen. Na afloop concludeerde hij dat Rutte overeind was gebleven en ook Wouter de Winther had gezien dat Rutte alle ballen uit het doel had gehouden. Ik weet niet of Kristie Rongen dat ook zo zag. Zij was een van de zes gewone burgers die door RTL waren uitgenodigd om de lijsttrekkers een vraag te stellen.",high,2021-02-27 18:49:28,2021-03-01 00:00:00,NOS nieuws,NRC Handelsblad,"Tweede Kamer, Ellian, VVD, Ellian, advocaat van beroep, Afghanistan, Afshin Ellian, VVD","Kristie Rongen, RTL, Eva Jinek, VVD, CDA, Mark Rutte, Winther, Kristie Rongen, RTL","['afghanistan', 'rechtsgeleerde', 'verantwoordelijkheid', 'popelen', 'ellian']","['nabeschouwde', 'ingestudeerde', 'toeslagenaffaire', 'jinek', 'kristie']",3287550_3285661,2608,No,Yes
195,0.81019175,"Lijsttrekkers: alle ballen op Rutte; Lijsttrekkers alle ballen op Rutte V.l.n.r . Wopke Hoekstra CDA, Mark Rutte VVD, Geert Wilders PVV, Lilian Marijnissen SP, Jesse Klaver GL en Sigrid Kaag D66 voorafgaand aan het RTL Verkiezingsdebat. Foto ANP/HH Premier doelwit concurrenten in RTL-debat Van onze parlementaire redactie Den Haag Alle ballen op Mark Rutte. Dat lijkt in aanloop naar de verkiezingen de strategie te zijn van veel politieke partijen. Ook bij het verkiezingsdebat van RTL Nieuws kozen veel lijsttrekkers zondagavond voor die koers. Meteen al bij de eerste stelling over corona en de druk op ziekenhuizen gaan PVV, SP en D66 voor de schenen van de premier. In die vliegende tackle wordt meteen CDA meegenomen. Geert Wilders PVV verwijt het zijn twee grootste concurrenten dat zij de zorg hebben verwaarloosd, net als Lilian Marijnissen SP die eveneens treurt om de staat van de zorg. Sigrid Kaag D66 gooit het over een andere boeg en wijst er fijntjes op dat VVD en CDA ooit hebben overwogen om de politiek te laten besluiten wat er moet gebeuren als coronapati nten de ic ’s overspoelen. Zenuwen Het debat van RTL Nieuws liep niet bepaald vlekkeloos. Mark Rutte Zo vreemd.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona; Minister De Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, zegt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open zijn. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, maar we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",high,2021-03-01 00:00:00,2021-03-01 12:59:00,De Telegraaf,NOS liveblog,"Wopke Hoekstra, CDA, Mark Rutte, VVD, Geert Wilders, PVV, Lilian Marijnissen, SP, Jesse Klaver, Sigrid, RTL, Foto ANP/HH, Mark Rutte, Ook, RTL Nieuws, PVV, SP, D66 voor de schenen van de premier, CDA, Geert Wilders, PVV, Lilian Marijnissen, SP, Sigrid Kaag, VVD, CDA, RTL Nieuws, Mark Rutte",Jonge van Volksgezondheid,"['coronapati', 'marijnissen', 'rtl', 'verkiezingsdebat', 'schenen']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']",3286373_6290523,2606,Yes,Yes
196,0.81019175,"Lijsttrekkers: alle ballen op Rutte; Lijsttrekkers alle ballen op Rutte V.l.n.r . Wopke Hoekstra CDA, Mark Rutte VVD, Geert Wilders PVV, Lilian Marijnissen SP, Jesse Klaver GL en Sigrid Kaag D66 voorafgaand aan het RTL Verkiezingsdebat. Foto ANP/HH Premier doelwit concurrenten in RTL-debat Van onze parlementaire redactie Den Haag Alle ballen op Mark Rutte. Dat lijkt in aanloop naar de verkiezingen de strategie te zijn van veel politieke partijen. Ook bij het verkiezingsdebat van RTL Nieuws kozen veel lijsttrekkers zondagavond voor die koers. Meteen al bij de eerste stelling over corona en de druk op ziekenhuizen gaan PVV, SP en D66 voor de schenen van de premier. In die vliegende tackle wordt meteen CDA meegenomen. Geert Wilders PVV verwijt het zijn twee grootste concurrenten dat zij de zorg hebben verwaarloosd, net als Lilian Marijnissen SP die eveneens treurt om de staat van de zorg. Sigrid Kaag D66 gooit het over een andere boeg en wijst er fijntjes op dat VVD en CDA ooit hebben overwogen om de politiek te laten besluiten wat er moet gebeuren als coronapati nten de ic ’s overspoelen. Zenuwen Het debat van RTL Nieuws liep niet bepaald vlekkeloos. Mark Rutte Zo vreemd.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona; Minister De Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, zegt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open zijn. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, maar we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",high,2021-03-01 00:00:00,2021-03-01 12:59:00,De Telegraaf,NOS liveblog,"Wopke Hoekstra, CDA, Mark Rutte, VVD, Geert Wilders, PVV, Lilian Marijnissen, SP, Jesse Klaver, Sigrid, RTL, Foto ANP/HH, Mark Rutte, Ook, RTL Nieuws, PVV, SP, D66 voor de schenen van de premier, CDA, Geert Wilders, PVV, Lilian Marijnissen, SP, Sigrid Kaag, VVD, CDA, RTL Nieuws, Mark Rutte",Jonge van Volksgezondheid,"['coronapati', 'marijnissen', 'rtl', 'verkiezingsdebat', 'schenen']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']",3286373_6290523,2607,Yes,Yes
197,0.81019175,"Lijsttrekkers: alle ballen op Rutte; Lijsttrekkers alle ballen op Rutte V.l.n.r . Wopke Hoekstra CDA, Mark Rutte VVD, Geert Wilders PVV, Lilian Marijnissen SP, Jesse Klaver GL en Sigrid Kaag D66 voorafgaand aan het RTL Verkiezingsdebat. Foto ANP/HH Premier doelwit concurrenten in RTL-debat Van onze parlementaire redactie Den Haag Alle ballen op Mark Rutte. Dat lijkt in aanloop naar de verkiezingen de strategie te zijn van veel politieke partijen. Ook bij het verkiezingsdebat van RTL Nieuws kozen veel lijsttrekkers zondagavond voor die koers. Meteen al bij de eerste stelling over corona en de druk op ziekenhuizen gaan PVV, SP en D66 voor de schenen van de premier. In die vliegende tackle wordt meteen CDA meegenomen. Geert Wilders PVV verwijt het zijn twee grootste concurrenten dat zij de zorg hebben verwaarloosd, net als Lilian Marijnissen SP die eveneens treurt om de staat van de zorg. Sigrid Kaag D66 gooit het over een andere boeg en wijst er fijntjes op dat VVD en CDA ooit hebben overwogen om de politiek te laten besluiten wat er moet gebeuren als coronapati nten de ic ’s overspoelen. Zenuwen Het debat van RTL Nieuws liep niet bepaald vlekkeloos. Mark Rutte Zo vreemd.","De Jonge: lijsttrekkers moeten in campagne behoedzaam zijn over corona; Minister De Jonge van Volksgezondheid vindt het logisch dat lijsttrekkers in de verkiezingscampagne spreken over wat ze graag zouden willen aan versoepelingen, maar hij vindt ook dat ze wel behoedzaam moeten zijn. Qua besmettingscijfers is de situatie nog steeds zorgelijk en er kan nu weinig, zegt De Jonge. Partijgenoot en CDA-lijsttrekker Hoekstra zei gisteren in het RTL-debat dat hij eerlijk moet zijn dat het nu niet kan, maar dat hij hoopt dat de terrassen snel open zijn. Het is logisch dat te hopen, zei De Jonge, maar zo snel als mogelijk is niet vandaag of morgen. Zo zijn er zorgen over de situatie in de kop van Noord-Holland waar erg veel pati nten zijn. In n regio code zwart ligt niet voor de hand, maar we moeten de pati nten goed tussen de regio's verdelen, zegt De Jonge. Maar we met moeten met zijn allen wel code zwart voorkomen.",high,2021-03-01 00:00:00,2021-03-01 12:59:00,De Telegraaf,NOS liveblog,"Wopke Hoekstra, CDA, Mark Rutte, VVD, Geert Wilders, PVV, Lilian Marijnissen, SP, Jesse Klaver, Sigrid, RTL, Foto ANP/HH, Mark Rutte, Ook, RTL Nieuws, PVV, SP, D66 voor de schenen van de premier, CDA, Geert Wilders, PVV, Lilian Marijnissen, SP, Sigrid Kaag, VVD, CDA, RTL Nieuws, Mark Rutte",Jonge van Volksgezondheid,"['coronapati', 'marijnissen', 'rtl', 'verkiezingsdebat', 'schenen']","['besmettingscijfers', 'rtl', 'holland', 'versoepelingen', 'pati']",3286373_6290523,2608,Yes,Yes
198,0.69431925,"De uitzending van 27 februari: Verkiezingsspecial: in gesprek met Thierry Baudet / Corona-uitbraak onder kleuters; In gesprek met Thierry Baudet Saai is het nooit, als het over Forum voor Democratie gaat. De partij kwam met donderend geraas het politieke bestel binnen, behaalde een historische overwinning bij de Provinciale Statenverkiezingen in 2019, maar nadien gebeurde er van alles. In onze serie interviews met de 13 belangrijkste lijsttrekkers kijken we hoe de partij ervoor staat, ruim twee weken voor de verkiezingen. Te gast vanavond Thierry Baudet. Corona-uitbraak onder kleuters Maandag beginnen de basisscholen weer in het midden en noorden van het land, met alle speciale coronaregels die daarbij horen. Maar een opvallende uitbraak op een Amsterdamse basisschool, vorige week, maakt schoolleiders en leraren toch bezorgd. We spreken de Onderwijsbond.","Einde nadert langzaam voor omstreden investeringssubsidie Bik; Multinationals Het CDA wil zo snel mogelijk af van de Baangerelateerde Investerings Korting Bik. Volgens Tweede Kamerlid Pieter Omtzigt heeft het CDA, in de CPB-doorrekening van haar verkiezingsprogramma, afscheid van deze twee miljard euro investeringssubsidie genomen. Dat zei hij gisteren tijdens een verkiezingsdebat bij WNL op Zondag. Het lijkt erop dat de omstreden Bik een doodgeboren kindje is. Donderdag haalde een Kamermeerderheid al 200 miljoen euro uit de Bik om de bevriezing van de sociale huren komend jaar te financieren. De linkse partijen willen de resterende Bik-gelden benutten om hun wensen uit de verkiezingsprogramma's te financieren. Vandaag komt het Centraal Planbureau CPB met de doorrekeningen van de verkiezingsprogramma's. Bekend is al dat de PvdA het geld wil inzetten voor meer woningbouw. De investeringssubsidie kwam dit najaar plotseling op tafel vanuit de VVD. Uit CPB-berekeningen bleek toen dat tijdens het kabinet Rutte-3 de lasten van het bedrijfsleven alleen maar zijn verhoogd, terwijl VVD-leider Rutte de multinationals juist in 2017 had beloofd dat de dividendbelasting van 2 miljard euro werd afgeschaft. Rutte stuitte op grote politieke weerstand. De VVD speelde het dit najaar politiek hard.",medium,2021-02-27 15:06:47,2021-03-01 00:00:00,Nieuwsuur,Trouw,"Thierry Baudet, Thierry, Forum voor Democratie, Provinciale Statenverkiezingen, Thierry Baudet","CDA, Pieter, CDA, euro, WNL, Centraal Planbureau CPB, VVD, euro","['amsterdamse', 'schoolleiders', 'baudet', 'thierry', 'verkiezingsspecial']","['doorrekeningen', 'bevriezing', 'dividendbelasting', 'verkiezingsprogramma', 'omtzigt']",3287580_3285323,2606,No,Yes
199,0.69431925,"De uitzending van 27 februari: Verkiezingsspecial: in gesprek met Thierry Baudet / Corona-uitbraak onder kleuters; In gesprek met Thierry Baudet Saai is het nooit, als het over Forum voor Democratie gaat. De partij kwam met donderend geraas het politieke bestel binnen, behaalde een historische overwinning bij de Provinciale Statenverkiezingen in 2019, maar nadien gebeurde er van alles. In onze serie interviews met de 13 belangrijkste lijsttrekkers kijken we hoe de partij ervoor staat, ruim twee weken voor de verkiezingen. Te gast vanavond Thierry Baudet. Corona-uitbraak onder kleuters Maandag beginnen de basisscholen weer in het midden en noorden van het land, met alle speciale coronaregels die daarbij horen. Maar een opvallende uitbraak op een Amsterdamse basisschool, vorige week, maakt schoolleiders en leraren toch bezorgd. We spreken de Onderwijsbond.","Einde nadert langzaam voor omstreden investeringssubsidie Bik; Multinationals Het CDA wil zo snel mogelijk af van de Baangerelateerde Investerings Korting Bik. Volgens Tweede Kamerlid Pieter Omtzigt heeft het CDA, in de CPB-doorrekening van haar verkiezingsprogramma, afscheid van deze twee miljard euro investeringssubsidie genomen. Dat zei hij gisteren tijdens een verkiezingsdebat bij WNL op Zondag. Het lijkt erop dat de omstreden Bik een doodgeboren kindje is. Donderdag haalde een Kamermeerderheid al 200 miljoen euro uit de Bik om de bevriezing van de sociale huren komend jaar te financieren. De linkse partijen willen de resterende Bik-gelden benutten om hun wensen uit de verkiezingsprogramma's te financieren. Vandaag komt het Centraal Planbureau CPB met de doorrekeningen van de verkiezingsprogramma's. Bekend is al dat de PvdA het geld wil inzetten voor meer woningbouw. De investeringssubsidie kwam dit najaar plotseling op tafel vanuit de VVD. Uit CPB-berekeningen bleek toen dat tijdens het kabinet Rutte-3 de lasten van het bedrijfsleven alleen maar zijn verhoogd, terwijl VVD-leider Rutte de multinationals juist in 2017 had beloofd dat de dividendbelasting van 2 miljard euro werd afgeschaft. Rutte stuitte op grote politieke weerstand. De VVD speelde het dit najaar politiek hard.",medium,2021-02-27 15:06:47,2021-03-01 00:00:00,Nieuwsuur,Trouw,"Thierry Baudet, Thierry, Forum voor Democratie, Provinciale Statenverkiezingen, Thierry Baudet","CDA, Pieter, CDA, euro, WNL, Centraal Planbureau CPB, VVD, euro","['amsterdamse', 'schoolleiders', 'baudet', 'thierry', 'verkiezingsspecial']","['doorrekeningen', 'bevriezing', 'dividendbelasting', 'verkiezingsprogramma', 'omtzigt']",3287580_3285323,2607,No,Yes
200,0.69431925,"De uitzending van 27 februari: Verkiezingsspecial: in gesprek met Thierry Baudet / Corona-uitbraak onder kleuters; In gesprek met Thierry Baudet Saai is het nooit, als het over Forum voor Democratie gaat. De partij kwam met donderend geraas het politieke bestel binnen, behaalde een historische overwinning bij de Provinciale Statenverkiezingen in 2019, maar nadien gebeurde er van alles. In onze serie interviews met de 13 belangrijkste lijsttrekkers kijken we hoe de partij ervoor staat, ruim twee weken voor de verkiezingen. Te gast vanavond Thierry Baudet. Corona-uitbraak onder kleuters Maandag beginnen de basisscholen weer in het midden en noorden van het land, met alle speciale coronaregels die daarbij horen. Maar een opvallende uitbraak op een Amsterdamse basisschool, vorige week, maakt schoolleiders en leraren toch bezorgd. We spreken de Onderwijsbond.","Einde nadert langzaam voor omstreden investeringssubsidie Bik; Multinationals Het CDA wil zo snel mogelijk af van de Baangerelateerde Investerings Korting Bik. Volgens Tweede Kamerlid Pieter Omtzigt heeft het CDA, in de CPB-doorrekening van haar verkiezingsprogramma, afscheid van deze twee miljard euro investeringssubsidie genomen. Dat zei hij gisteren tijdens een verkiezingsdebat bij WNL op Zondag. Het lijkt erop dat de omstreden Bik een doodgeboren kindje is. Donderdag haalde een Kamermeerderheid al 200 miljoen euro uit de Bik om de bevriezing van de sociale huren komend jaar te financieren. De linkse partijen willen de resterende Bik-gelden benutten om hun wensen uit de verkiezingsprogramma's te financieren. Vandaag komt het Centraal Planbureau CPB met de doorrekeningen van de verkiezingsprogramma's. Bekend is al dat de PvdA het geld wil inzetten voor meer woningbouw. De investeringssubsidie kwam dit najaar plotseling op tafel vanuit de VVD. Uit CPB-berekeningen bleek toen dat tijdens het kabinet Rutte-3 de lasten van het bedrijfsleven alleen maar zijn verhoogd, terwijl VVD-leider Rutte de multinationals juist in 2017 had beloofd dat de dividendbelasting van 2 miljard euro werd afgeschaft. Rutte stuitte op grote politieke weerstand. De VVD speelde het dit najaar politiek hard.",medium,2021-02-27 15:06:47,2021-03-01 00:00:00,Nieuwsuur,Trouw,"Thierry Baudet, Thierry, Forum voor Democratie, Provinciale Statenverkiezingen, Thierry Baudet","CDA, Pieter, CDA, euro, WNL, Centraal Planbureau CPB, VVD, euro","['amsterdamse', 'schoolleiders', 'baudet', 'thierry', 'verkiezingsspecial']","['doorrekeningen', 'bevriezing', 'dividendbelasting', 'verkiezingsprogramma', 'omtzigt']",3287580_3285323,2608,No,Yes
201,0.7721963,"Sportscholen demonstratief open: 'Bewegen is nu hard nodig'; Zaterdagochtend half negen , op het dak van Tino Hoogendijk Sport Fitness in Vlaardingen. Instructeur Marco Seij 51 zweept de boel nog eens extra op. Tikkie erbij, jongens, roept hij naar de twee sporters op hometrainers aan weerszijden van hem. De uit de kluiten gewassen mannen volgen zijn orders gedwee glimlachend op. Maar het is nog niet genoeg. Een paar tellen later Vier, drie, twee, n... J, goed zo jongens! Dit gaat goe-hoed! Over de aangrenzende, nagenoeg lege parkeerplaats galmt een housebeat. Op bescheiden volume, om de omwonenden op deze zaterdagochtend niet te storen. Na een minuut of twintig zit het pittige lesje op het dak er op en stappen de twee deelnemers hijgend van de fiets af. Er wordt gewisseld, op een manier die voldoet aan de RIVM-normen. Eerst de sporters die klaar zijn het dak af, dan de sporters die klaar staan het dak op. Nee, ideaal is het niet en een echte sportles eigenlijk ook niet. Niet eerder stonden ze hier op het dak. Hij heeft de hometrainers zelf met een kraan naar boven laten takelen.","'Woningtekort niet opgelost met deze verkiezingsprogramma's'; De plannen voor de woningmarkt van meerdere politieke partijen verschillen maar weinig en lossen het woningtekort niet op. Dat concludeert het Planbureau voor de Leefomgeving PBL in zijn doorrekeningen van de partijprogramma's voor de komende verkiezingen. Het wijst erop dat experts vanuit allerlei hoeken erop wijzen dat er geen silver bullet is die het probleem oplost. Het PBL keek dit jaar voor het eerst naar de plannen voor de woningmarkt, een belangrijk thema deze verkiezingen. Er blijken weinig verschillen te zijn in de maatregelen die de zes onderzochte partijen voorstellen. Bovendien zal er met de voorstellen aan het einde van de komende kabinetsperiode nog altijd een woningtekort zijn, constateert het Planbureau. Volgens het PBL sluiten veel voorstellen voor de woningmarkt aan bij het huidige beleid of zijn ze al beleid. Ze vormen geen trendbreuk met het verleden. Sommige partijen willen een aparte minister die geheel verantwoordelijk is voor het woningaanbod, maar wat die minister anders moet gaan doen dan nu blijft onduidelijk Vooralsnog kan eigenlijk alles wat de partijen wensen, ook binnen de bestaande kaders worden gerealiseerd daar is geen aparte minister voor nodig.",high,2021-03-01 00:00:00,2021-03-01 10:59:13,Trouw,NOS nieuws,"Tino Hoogendijk Sport, J","Planbureau voor de Leefomgeving, PBL, PBL, Planbureau, PBL, Vooralsnog","['instructeur', 'hometrainers', 'housebeat', 'zit', 'galmt']","['doorrekeningen', 'woningaanbod', 'verkiezingsprogramma', 'leefomgeving', 'woningtekort']",3285332_3287446,2606,No,No
